ENSEMBL	SYMBOL	ENTREZID
ENSG00000127081	ZNF484	83744
ENSG00000127083	OMD	4958
ENSG00000127084	FGD3	89846
ENSG00000127124	HIVEP3	59269
ENSG00000127125	PPCS	79717
ENSG00000127129	EDN2	1907
ENSG00000127152	BCL11B	64919
ENSG00000127184	COX7C	1350
ENSG00000127191	TRAF2	7186
ENSG00000127220	ABHD8	79575
ENSG00000127241	MASP1	5648
ENSG00000127249	ATP13A4	84239
ENSG00000127252	HRASLS	57110
ENSG00000127311	HELB	92797
ENSG00000127314	RAP1B	5908
ENSG00000127318	IL22	50616
ENSG00000127324	TSPAN8	7103
ENSG00000127325	BEST3	144453
ENSG00000127328	RAB3IP	117177
ENSG00000127329	PTPRB	5787
ENSG00000127334	DYRK2	8445
ENSG00000127337	YEATS4	8089
ENSG00000127362	TAS2R3	50831
ENSG00000127364	TAS2R4	50832
ENSG00000127366	TAS2R5	54429
ENSG00000127377	CRYGN	155051
ENSG00000127399	LRRC61	65999
ENSG00000127412	TRPV5	56302
ENSG00000127415	IDUA	3425
ENSG00000127418	FGFRL1	53834
ENSG00000127419	TMEM175	84286
ENSG00000127423	AUNIP	79000
ENSG00000127445	PIN1	5300
ENSG00000127452	FBXL12	54850
ENSG00000127463	EMC1	23065
ENSG00000127472	PLA2G5	5322
ENSG00000127481	UBR4	23352
ENSG00000127483	HP1BP3	50809
ENSG00000127507	ADGRE2	30817
ENSG00000127511	SIN3B	23309
ENSG00000127515	OR7A10	390892
ENSG00000127526	SLC35E1	79939
ENSG00000127527	EPS15L1	58513
ENSG00000127528	KLF2	10365
ENSG00000127529	OR7C2	26658
ENSG00000127530	OR7C1	26664
ENSG00000127533	F2RL3	9002
ENSG00000127540	UQCR11	10975
ENSG00000127554	GFER	2671
ENSG00000127561	SYNGR3	9143
ENSG00000127564	PKMYT1	9088
ENSG00000127578	WFIKKN1	117166
ENSG00000127580	WDR24	84219
ENSG00000127585	FBXL16	146330
ENSG00000127586	CHTF18	63922
ENSG00000127588	GNG13	51764
ENSG00000127589	TUBBP1	NA
ENSG00000127603	MACF1	23499
ENSG00000127603	MACF1	643314
ENSG00000127616	SMARCA4	6597
ENSG00000127663	KDM4B	23030
ENSG00000127666	TICAM1	148022
ENSG00000127720	METTL25	84190
ENSG00000127743	IL17B	27190
ENSG00000127774	EMC6	83460
ENSG00000127780	OR1E2	8388
ENSG00000127804	METTL16	79066
ENSG00000127824	TUBA4A	7277
ENSG00000127831	VIL1	7429
ENSG00000127837	AAMP	14
ENSG00000127838	PNKD	25953
ENSG00000127863	TNFRSF19	55504
ENSG00000127870	RNF6	6049
ENSG00000127884	ECHS1	1892
ENSG00000127903	ZNF835	90485
ENSG00000127914	AKAP9	10142
ENSG00000127920	GNG11	2791
ENSG00000127922	SEM1	7979
ENSG00000127928	GNGT1	2792
ENSG00000127946	HIP1	3092
ENSG00000127947	PTPN12	5782
ENSG00000127948	POR	5447
ENSG00000127951	FGL2	10875
ENSG00000127952	STYXL1	51657
ENSG00000127954	STEAP4	79689
ENSG00000127955	GNAI1	2770
ENSG00000127957	PMS2P3	5387
ENSG00000127980	PEX1	5189
ENSG00000127989	MTERF1	7978
ENSG00000127990	SGCE	8910
ENSG00000127993	RBM48	84060
ENSG00000127995	CASD1	64921
ENSG00000128000	ZNF780B	163131
ENSG00000128011	LRFN1	57622
ENSG00000128016	ZFP36	7538
ENSG00000128039	SRD5A3	79644
ENSG00000128040	SPINK2	6691
ENSG00000128045	RASL11B	65997
ENSG00000128050	PAICS	10606
ENSG00000128052	KDR	3791
ENSG00000128059	PPAT	5471
ENSG00000128159	TUBGCP6	85378
ENSG00000128165	ADM2	79924
ENSG00000128185	DGCR6L	85359
ENSG00000128191	DGCR8	54487
ENSG00000128203	ASPHD2	57168
ENSG00000128218	VPREB3	29802
ENSG00000128228	SDF2L1	23753
ENSG00000128242	GAL3ST1	9514
ENSG00000128245	YWHAH	7533
ENSG00000128250	RFPL1	5988
ENSG00000128253	RFPL2	10739
ENSG00000128254	C22orf24	25775
ENSG00000128262	POM121L9P	NA
ENSG00000128266	GNAZ	2781
ENSG00000128268	MGAT3	4248
ENSG00000128271	ADORA2A	135
ENSG00000128272	ATF4	468
ENSG00000128274	A4GALT	53947
ENSG00000128276	RFPL3	10738
ENSG00000128283	CDC42EP1	11135
ENSG00000128284	APOL3	80833
ENSG00000128285	MCHR1	2847
ENSG00000128294	TPST2	8459
ENSG00000128298	BAIAP2L2	80115
ENSG00000128309	MPST	4357
ENSG00000128310	GALR3	8484
ENSG00000128311	TST	7263
ENSG00000128313	APOL5	80831
ENSG00000128322	IGLL1	3543
ENSG00000128335	APOL2	23780
ENSG00000128340	RAC2	5880
ENSG00000128342	LIF	3976
ENSG00000128346	C22orf23	84645
ENSG00000128383	APOBEC3A	100913187
ENSG00000128383	APOBEC3A	200315
ENSG00000128394	APOBEC3F	200316
ENSG00000128408	RIBC2	26150
ENSG00000128422	KRT17	3872
ENSG00000128438	TBC1D27P	NA
ENSG00000128463	EMC4	51234
ENSG00000128482	RNF112	7732
ENSG00000128487	SPECC1	92521
ENSG00000128510	CPA4	51200
ENSG00000128512	DOCK4	9732
ENSG00000128513	POT1	25913
ENSG00000128519	TAS2R16	50833
ENSG00000128524	ATP6V1F	9296
ENSG00000128534	LSM8	51691
ENSG00000128536	CDHR3	222256
ENSG00000128563	PRKRIP1	79706
ENSG00000128564	VGF	7425
ENSG00000128567	PODXL	5420
ENSG00000128573	FOXP2	93986
ENSG00000128578	STRIP2	57464
ENSG00000128581	IFT22	64792
ENSG00000128585	MKLN1	4289
ENSG00000128590	DNAJB9	4189
ENSG00000128591	FLNC	2318
ENSG00000128594	LRRC4	64101
ENSG00000128595	CALU	813
ENSG00000128596	CCDC136	64753
ENSG00000128602	SMO	6608
ENSG00000128604	IRF5	3663
ENSG00000128606	LRRC17	10234
ENSG00000128607	KLHDC10	23008
ENSG00000128609	NDUFA5	4698
ENSG00000128610	FEZF1	389549
ENSG00000128617	OPN1SW	611
ENSG00000128626	MRPS12	6183
ENSG00000128641	MYO1B	4430
ENSG00000128645	HOXD1	3231
ENSG00000128652	HOXD3	3232
ENSG00000128654	MTX2	10651
ENSG00000128655	PDE11A	50940
ENSG00000128656	CHN1	1123
ENSG00000128683	GAD1	2571
ENSG00000128692	EIF2S2P4	NA
ENSG00000128694	OSGEPL1	64172
ENSG00000128699	ORMDL1	94101
ENSG00000128708	HAT1	8520
ENSG00000128709	HOXD9	3235
ENSG00000128710	HOXD10	3236
ENSG00000128713	HOXD11	3237
ENSG00000128714	HOXD13	3239
ENSG00000128731	HERC2	8924
ENSG00000128739	SNRPN	6638
ENSG00000128789	PSMG2	56984
ENSG00000128791	TWSG1	57045
ENSG00000128805	ARHGAP22	58504
ENSG00000128815	WDFY4	57705
ENSG00000128829	EIF2AK4	440275
ENSG00000128833	MYO5C	55930
ENSG00000128849	CGNL1	84952
ENSG00000128872	TMOD2	29767
ENSG00000128881	TTBK2	146057
ENSG00000128886	ELL3	80237
ENSG00000128891	CCDC32	90416
ENSG00000128908	INO80	54617
ENSG00000128915	ICE2	79664
ENSG00000128917	DLL4	54567
ENSG00000128918	ALDH1A2	8854
ENSG00000128923	MINDY2	54629
ENSG00000128928	IVD	3712
ENSG00000128944	KNSTRN	90417
ENSG00000128951	DUT	1854
ENSG00000128965	CHAC1	79094
ENSG00000128973	CLN6	54982
ENSG00000128989	ARPP19	10776
ENSG00000129003	VPS13C	54832
ENSG00000129007	CALML4	91860
ENSG00000129009	ISLR	3671
ENSG00000129028	THAP10	56906
ENSG00000129038	LOXL1	4016
ENSG00000129048	ACKR4	51554
ENSG00000129055	ANAPC13	25847
ENSG00000129071	MBD4	8930
ENSG00000129083	COPB1	1315
ENSG00000129084	PSMA1	5682
ENSG00000129103	SUMF2	25870
ENSG00000129116	PALLD	23022
ENSG00000129128	SPCS3	60559
ENSG00000129151	BBOX1	8424
ENSG00000129152	MYOD1	4654
ENSG00000129158	SERGEF	26297
ENSG00000129159	KCNC1	3746
ENSG00000129167	TPH1	7166
ENSG00000129170	CSRP3	8048
ENSG00000129173	E2F8	79733
ENSG00000129187	DCTD	1635
ENSG00000129194	SOX15	6665
ENSG00000129195	PIMREG	54478
ENSG00000129197	RPAIN	84268
ENSG00000129204	USP6	9098
ENSG00000129214	SHBG	6462
ENSG00000129219	PLD2	5338
ENSG00000129221	AIPL1	23746
ENSG00000129226	CD68	968
ENSG00000129235	TXNDC17	84817
ENSG00000129244	ATP1B2	482
ENSG00000129245	FXR2	9513
ENSG00000129250	KIF1C	10749
ENSG00000129255	MPDU1	9526
ENSG00000129292	PHF20L1	51105
ENSG00000129295	LRRC6	23639
ENSG00000129315	CCNT1	904
ENSG00000129317	PUS7L	83448
ENSG00000129347	KRI1	65095
ENSG00000129351	ILF3	3609
ENSG00000129353	SLC44A2	57153
ENSG00000129354	AP1M2	10053
ENSG00000129355	CDKN2D	1032
ENSG00000129422	MTUS1	57509
ENSG00000129437	KLK14	43847
ENSG00000129450	SIGLEC9	27180
ENSG00000129451	KLK10	5655
ENSG00000129455	KLK8	11202
ENSG00000129460	NGDN	25983
ENSG00000129465	RIPK3	11035
ENSG00000129467	ADCY4	196883
ENSG00000129472	RAB2B	84932
ENSG00000129473	BCL2L2	599
ENSG00000129474	AJUBA	84962
ENSG00000129480	DTD2	112487
ENSG00000129484	PARP2	10038
ENSG00000129493	HEATR5A	25938
ENSG00000129514	FOXA1	3169
ENSG00000129515	SNX6	58533
ENSG00000129518	EAPP	55837
ENSG00000129521	EGLN3	112399
ENSG00000129534	MIS18BP1	55320
ENSG00000129535	NRL	4901
ENSG00000129538	RNASE1	6035
ENSG00000129559	NEDD8	4738
ENSG00000129562	DAD1	1603
ENSG00000129566	TEP1	7011
ENSG00000129595	EPB41L4A	64097
ENSG00000129596	CDO1	1036
ENSG00000129625	REEP5	7905
ENSG00000129636	ITFG1	81533
ENSG00000129646	QRICH2	84074
ENSG00000129654	FOXJ1	2302
ENSG00000129657	SEC14L1	6397
ENSG00000129667	RHBDF2	79651
ENSG00000129673	AANAT	15
ENSG00000129675	ARHGEF6	9459
ENSG00000129680	MAP7D3	79649
ENSG00000129682	FGF13	2258
ENSG00000129691	ASH2L	9070
ENSG00000129696	TTI2	80185
ENSG00000129744	ART1	417
ENSG00000129749	CHRNA10	57053
ENSG00000129757	CDKN1C	1028
ENSG00000129810	SGO1	151648
ENSG00000129816	TTTY1B	NA
ENSG00000129824	RPS4Y1	6192
ENSG00000129845	TTTY1	NA
ENSG00000129862	VCY1B	353513
ENSG00000129864	VCY	9084
ENSG00000129873	CDY2B	203611
ENSG00000129910	CDH15	1013
ENSG00000129911	KLF16	83855
ENSG00000129925	TMEM8A	58986
ENSG00000129932	DOHH	83475
ENSG00000129933	MAU2	23383
ENSG00000129946	SHC2	25759
ENSG00000129951	PLPPR3	79948
ENSG00000129965	INS-IGF2	723961
ENSG00000129968	ABHD17A	81926
ENSG00000129988	LBP	3929
ENSG00000129990	SYT5	6861
ENSG00000129991	TNNI3	7137
ENSG00000129993	CBFA2T3	863
ENSG00000130005	GAMT	2593
ENSG00000130021	PUDP	8226
ENSG00000130023	ERMARD	55780
ENSG00000130024	PHF10	55274
ENSG00000130032	PRRG3	79057
ENSG00000130035	GALNT8	26290
ENSG00000130035	GALNT8	3742
ENSG00000130037	KCNA5	3741
ENSG00000130038	CRACR2A	84766
ENSG00000130045	NXNL2	158046
ENSG00000130052	STARD8	9754
ENSG00000130054	FAM155B	27112
ENSG00000130055	GDPD2	54857
ENSG00000130066	SAT1	6303
ENSG00000130119	GNL3L	54552
ENSG00000130147	SH3BP4	23677
ENSG00000130150	MOSPD2	158747
ENSG00000130158	DOCK6	57572
ENSG00000130159	ECSIT	51295
ENSG00000130164	LDLR	3949
ENSG00000130165	ELOF1	84337
ENSG00000130167	TSPAN16	26526
ENSG00000130173	ANGPTL8	55908
ENSG00000130175	PRKCSH	5589
ENSG00000130176	CNN1	1264
ENSG00000130177	CDC16	8881
ENSG00000130182	ZSCAN10	84891
ENSG00000130193	THEM6	51337
ENSG00000130202	NECTIN2	5819
ENSG00000130203	APOE	348
ENSG00000130204	TOMM40	10452
ENSG00000130208	APOC1	341
ENSG00000130222	GADD45G	10912
ENSG00000130224	LRCH2	57631
ENSG00000130226	DPP6	1804
ENSG00000130227	XPO7	23039
ENSG00000130234	ACE2	59272
ENSG00000130244	FAM98C	147965
ENSG00000130254	SAFB2	9667
ENSG00000130255	RPL36	25873
ENSG00000130270	ATP8B3	148229
ENSG00000130283	GDF1	NA
ENSG00000130287	NCAN	1463
ENSG00000130294	KIF1A	547
ENSG00000130299	GTPBP3	84705
ENSG00000130300	PLVAP	83483
ENSG00000130303	BST2	684
ENSG00000130304	SLC27A1	376497
ENSG00000130305	NSUN5	55695
ENSG00000130307	USHBP1	83878
ENSG00000130309	COLGALT1	79709
ENSG00000130311	DDA1	79016
ENSG00000130312	MRPL34	64981
ENSG00000130313	PGLS	25796
ENSG00000130332	LSM7	51690
ENSG00000130338	TULP4	56995
ENSG00000130340	SNX9	51429
ENSG00000130347	RTN4IP1	84816
ENSG00000130348	QRSL1	55278
ENSG00000130349	C6orf203	51250
ENSG00000130363	RSPH3	83861
ENSG00000130368	MAS1	4142
ENSG00000130377	ACSBG2	81616
ENSG00000130382	MLLT1	4298
ENSG00000130383	FUT5	2527
ENSG00000130385	BMP15	9210
ENSG00000130396	AFDN	4301
ENSG00000130402	ACTN4	81
ENSG00000130413	STK33	65975
ENSG00000130414	NDUFA10	4705
ENSG00000130427	EPO	2056
ENSG00000130429	ARPC1B	10095
ENSG00000130433	CACNG6	59285
ENSG00000130449	ZSWIM6	57688
ENSG00000130475	FCHO1	23149
ENSG00000130477	UNC13A	23025
ENSG00000130479	MAP1S	55201
ENSG00000130487	KLHDC7B	113730
ENSG00000130489	SCO2	9997
ENSG00000130508	PXDN	7837
ENSG00000130511	SSBP4	170463
ENSG00000130513	GDF15	9518
ENSG00000130517	PGPEP1	54858
ENSG00000130518	IQCN	80726
ENSG00000130520	LSM4	25804
ENSG00000130522	JUND	3727
ENSG00000130528	HRC	3270
ENSG00000130529	TRPM4	54795
ENSG00000130538	OR11H1	81061
ENSG00000130540	SULT4A1	25830
ENSG00000130544	ZNF557	79230
ENSG00000130545	CRB3	92359
ENSG00000130558	OLFM1	10439
ENSG00000130559	CAMSAP1	157922
ENSG00000130560	UBAC1	10422
ENSG00000130561	SAG	6295
ENSG00000130584	ZBTB46	140685
ENSG00000130589	HELZ2	85441
ENSG00000130590	SAMD10	140700
ENSG00000130592	LSP1	4046
ENSG00000130595	TNNT3	7140
ENSG00000130598	TNNI2	7136
ENSG00000130600	H19	NA
ENSG00000130612	CYP2G1P	22952
ENSG00000130635	COL5A1	1289
ENSG00000130638	ATXN10	25814
ENSG00000130640	TUBGCP2	10844
ENSG00000130643	CALY	50632
ENSG00000130649	CYP2E1	1571
ENSG00000130653	PNPLA7	375775
ENSG00000130656	HBZ	3050
ENSG00000130669	PAK4	10298
ENSG00000130675	MNX1	3110
ENSG00000130684	ZNF337	26152
ENSG00000130695	CEP85	64793
ENSG00000130699	TAF4	6874
ENSG00000130700	GATA5	140628
ENSG00000130701	RBBP8NL	140893
ENSG00000130702	LAMA5	3911
ENSG00000130703	OSBPL2	9885
ENSG00000130706	ADRM1	11047
ENSG00000130707	ASS1	445
ENSG00000130711	PRDM12	59335
ENSG00000130713	EXOSC2	23404
ENSG00000130714	POMT1	10585
ENSG00000130717	UCK1	83549
ENSG00000130720	FIBCD1	84929
ENSG00000130723	PRRC2B	84726
ENSG00000130724	CHMP2A	27243
ENSG00000130725	UBE2M	9040
ENSG00000130726	TRIM28	10155
ENSG00000130731	METTL26	84326
ENSG00000130733	YIPF2	78992
ENSG00000130734	ATG4D	84971
ENSG00000130741	EIF2S3	1968
ENSG00000130748	TMEM160	54958
ENSG00000130749	ZC3H4	23211
ENSG00000130751	NPAS1	4861
ENSG00000130755	GMFG	9535
ENSG00000130758	MAP3K10	4294
ENSG00000130762	ARHGEF16	27237
ENSG00000130764	LRRC47	57470
ENSG00000130766	SESN2	83667
ENSG00000130768	SMPDL3B	27293
ENSG00000130770	ATP5IF1	93974
ENSG00000130772	MED18	54797
ENSG00000130775	THEMIS2	9473
ENSG00000130779	CLIP1	6249
ENSG00000130783	CCDC62	84660
ENSG00000130787	HIP1R	9026
ENSG00000130803	ZNF317	57693
ENSG00000130810	PPAN	56342
ENSG00000130811	EIF3G	8666
ENSG00000130812	ANGPTL6	83854
ENSG00000130813	C19orf66	55337
ENSG00000130816	DNMT1	1786
ENSG00000130818	ZNF426	79088
ENSG00000130821	SLC6A8	6535
ENSG00000130822	PNCK	139728
ENSG00000130826	DKC1	1736
ENSG00000130827	PLXNA3	55558
ENSG00000130829	DUSP9	1852
ENSG00000130830	MPP1	4354
ENSG00000130844	ZNF331	55422
ENSG00000130856	ZNF236	7776
ENSG00000130876	SLC7A10	56301
ENSG00000130881	LRP3	4037
ENSG00000130921	C12orf65	91574
ENSG00000130935	NOL11	25926
ENSG00000130939	UBE4B	10277
ENSG00000130940	CASZ1	54897
ENSG00000130943	PKDREJ	10343
ENSG00000130948	HSD17B3	3293
ENSG00000130950	NUTM2F	54754
ENSG00000130956	HABP4	22927
ENSG00000130957	FBP2	8789
ENSG00000130958	SLC35D2	11046
ENSG00000130962	PRRG1	5638
ENSG00000130985	UBA1	7317
ENSG00000130988	RGN	9104
ENSG00000130997	POLN	353497
ENSG00000131002	TXLNGY	NA
ENSG00000131007	TTTY9B	NA
ENSG00000131013	PPIL4	85313
ENSG00000131015	ULBP2	80328
ENSG00000131016	AKAP12	9590
ENSG00000131018	SYNE1	23345
ENSG00000131019	ULBP3	79465
ENSG00000131023	LATS1	9113
ENSG00000131037	EPS8L1	54869
ENSG00000131042	LILRB2	10288
ENSG00000131043	AAR2	25980
ENSG00000131044	TTLL9	164395
ENSG00000131050	BPIFA2	140683
ENSG00000131051	RBM39	9584
ENSG00000131055	COX4I2	84701
ENSG00000131059	BPIFA3	128861
ENSG00000131061	ZNF341	84905
ENSG00000131067	GGT7	2686
ENSG00000131068	DEFB118	117285
ENSG00000131069	ACSS2	55902
ENSG00000131080	EDA2R	60401
ENSG00000131089	ARHGEF9	23229
ENSG00000131094	C1QL1	10882
ENSG00000131095	GFAP	2670
ENSG00000131096	PYY	5697
ENSG00000131097	HIGD1B	51751
ENSG00000131100	ATP6V1E1	529
ENSG00000131115	ZNF227	7770
ENSG00000131116	ZNF428	126299
ENSG00000131126	TEX101	83639
ENSG00000131127	ZNF141	7700
ENSG00000131142	CCL25	6370
ENSG00000131143	COX4I1	1327
ENSG00000131148	EMC8	10328
ENSG00000131149	GSE1	23199
ENSG00000131152	ENST00000568879	
ENSG00000131153	GINS2	51659
ENSG00000131165	CHMP1A	5119
ENSG00000131171	SH3BGRL	6451
ENSG00000131174	COX7B	1349
ENSG00000131183	SLC34A1	6569
ENSG00000131187	F12	2161
ENSG00000131188	PRR7	80758
ENSG00000131196	NFATC1	4772
ENSG00000131203	IDO1	3620
ENSG00000131233	GJA9	81025
ENSG00000131236	CAP1	10487
ENSG00000131238	PPT1	5538
ENSG00000131242	RAB11FIP4	84440
ENSG00000131263	RLIM	51132
ENSG00000131264	CDX4	1046
ENSG00000131269	ABCB7	22
ENSG00000131323	TRAF3	7187
ENSG00000131351	HAUS8	93323
ENSG00000131355	ADGRE3	84658
ENSG00000131368	MRPS25	64432
ENSG00000131370	SH3BP5	9467
ENSG00000131373	HACL1	26061
ENSG00000131374	TBC1D5	9779
ENSG00000131375	CAPN7	23473
ENSG00000131378	RFTN1	23180
ENSG00000131379	C3orf20	84077
ENSG00000131381	RBSN	64145
ENSG00000131386	GALNT15	117248
ENSG00000131389	SLC6A6	6533
ENSG00000131398	KCNC3	3748
ENSG00000131400	NAPSA	9476
ENSG00000131401	NAPSB	NA
ENSG00000131408	NR1H2	7376
ENSG00000131409	LRRC4B	94030
ENSG00000131435	PDLIM4	8572
ENSG00000131437	KIF3A	11127
ENSG00000131446	MGAT1	4245
ENSG00000131459	GFPT2	9945
ENSG00000131462	TUBG1	7283
ENSG00000131467	PSME3	10197
ENSG00000131469	RPL27	6155
ENSG00000131470	PSMC3IP	29893
ENSG00000131471	AOC3	8639
ENSG00000131473	ACLY	47
ENSG00000131475	VPS25	84313
ENSG00000131477	RAMP2	10266
ENSG00000131480	AOC2	314
ENSG00000131482	G6PC	2538
ENSG00000131484	ENST00000588189	
ENSG00000131495	NDUFA2	4695
ENSG00000131503	ANKHD1	54882
ENSG00000131504	DIAPH1	1729
ENSG00000131507	NDFIP1	80762
ENSG00000131508	UBE2D2	7322
ENSG00000131538	TTTY6	NA
ENSG00000131548	TTTY6B	NA
ENSG00000131558	EXOC4	60412
ENSG00000131584	ACAP3	116983
ENSG00000131591	C1orf159	54991
ENSG00000131620	ANO1	55107
ENSG00000131626	PPFIA1	8500
ENSG00000131634	TMEM204	79652
ENSG00000131650	KREMEN2	79412
ENSG00000131652	THOC6	79228
ENSG00000131653	TRAF7	84231
ENSG00000131668	BARX1	56033
ENSG00000131669	NINJ1	4814
ENSG00000131686	CA6	765
ENSG00000131697	NPHP4	261734
ENSG00000131711	MAP1B	4131
ENSG00000131721	RHOXF2	84528
ENSG00000131724	IL13RA1	3597
ENSG00000131725	WDR44	54521
ENSG00000131730	CKMT2	1160
ENSG00000131732	ZCCHC9	84240
ENSG00000131737	KRT34	3885
ENSG00000131738	KRT33B	3884
ENSG00000131746	TNS4	84951
ENSG00000131747	TOP2A	7153
ENSG00000131748	STARD3	10948
ENSG00000131759	RARA	5914
ENSG00000131771	PPP1R1B	84152
ENSG00000131773	KHDRBS3	10656
ENSG00000131778	CHD1L	9557
ENSG00000131779	PEX11B	8799
ENSG00000131781	FMO5	2330
ENSG00000131788	PIAS3	10401
ENSG00000131791	PRKAB2	5565
ENSG00000131797	CLUHP3	NA
ENSG00000131808	FSHB	2488
ENSG00000131828	PDHA1	5160
ENSG00000131831	RAI2	10742
ENSG00000131844	MCCC2	64087
ENSG00000131845	ZNF304	57343
ENSG00000131848	ZSCAN5A	79149
ENSG00000131849	ZNF132	7691
ENSG00000131864	USP29	57663
ENSG00000131871	SELENOS	55829
ENSG00000131873	CHSY1	22856
ENSG00000131876	SNRPA1	6627
ENSG00000131885	KRT17P1	NA
ENSG00000131899	LLGL1	3996
ENSG00000131910	NR0B2	8431
ENSG00000131914	LIN28A	79727
ENSG00000131931	THAP1	55145
ENSG00000131941	RHPN2	85415
ENSG00000131943	C19orf12	83636
ENSG00000131944	FAAP24	91442
ENSG00000131951	LRRC9	341883
ENSG00000131966	ACTR10	55860
ENSG00000131969	ABHD12B	145447
ENSG00000131979	GCH1	2643
ENSG00000131981	LGALS3	3958
ENSG00000131982	UBE2L2	NA
ENSG00000132000	PODNL1	79883
ENSG00000132002	DNAJB1	3337
ENSG00000132003	ZSWIM4	65249
ENSG00000132004	FBXW9	84261
ENSG00000132005	RFX1	5989
ENSG00000132010	ZNF20	7568
ENSG00000132016	C19orf57	79173
ENSG00000132017	DCAF15	90379
ENSG00000132024	CC2D1A	54862
ENSG00000132026	RTBDN	83546
ENSG00000132031	MATN3	4148
ENSG00000132109	TRIM21	6737
ENSG00000132122	SPATA6	54558
ENSG00000132128	LRRC41	10489
ENSG00000132141	CCT6B	10693
ENSG00000132153	DHX30	22907
ENSG00000132155	RAF1	5894
ENSG00000132164	SLC6A11	6538
ENSG00000132170	PPARG	5468
ENSG00000132182	NUP210	23225
ENSG00000132185	FCRLA	84824
ENSG00000132196	HSD17B7	51478
ENSG00000132199	ENOSF1	55556
ENSG00000132204	LINC00470	NA
ENSG00000132205	EMILIN2	84034
ENSG00000132207	SLX1A	105369236
ENSG00000132207	SLX1A	548593
ENSG00000132254	ARFIP2	23647
ENSG00000132256	TRIM5	85363
ENSG00000132259	CNGA4	1262
ENSG00000132274	TRIM22	10346
ENSG00000132275	RRP8	23378
ENSG00000132286	TIMM10B	26515
ENSG00000132294	EFR3A	23167
ENSG00000132297	HHLA1	10086
ENSG00000132300	PTCD3	55037
ENSG00000132305	IMMT	10989
ENSG00000132313	MRPL35	51318
ENSG00000132321	IQCA1	79781
ENSG00000132323	ILKAP	80895
ENSG00000132326	PER2	8864
ENSG00000132329	RAMP1	10267
ENSG00000132330	SCLY	51540
ENSG00000132334	PTPRE	5791
ENSG00000132341	RAN	5901
ENSG00000132356	PRKAA1	5562
ENSG00000132357	CARD6	84674
ENSG00000132359	RAP1GAP2	23108
ENSG00000132361	CLUH	23277
ENSG00000132376	INPP5K	51763
ENSG00000132382	MYBBP1A	10514
ENSG00000132383	RPA1	6117
ENSG00000132386	SERPINF1	5176
ENSG00000132388	UBE2G1	7326
ENSG00000132394	EEFSEC	60678
ENSG00000132405	TBC1D14	57533
ENSG00000132406	TMEM128	85013
ENSG00000132423	COQ3	51805
ENSG00000132424	PNISR	25957
ENSG00000132429	POPDC3	64208
ENSG00000132432	SEC61G	23480
ENSG00000132434	LANCL2	55915
ENSG00000132436	FIGNL1	63979
ENSG00000132437	DDC	1644
ENSG00000132446	FTHL17	53940
ENSG00000132463	GRSF1	2926
ENSG00000132464	ENAM	10117
ENSG00000132465	JCHAIN	3512
ENSG00000132466	ANKRD17	26057
ENSG00000132467	UTP3	57050
ENSG00000132470	ITGB4	3691
ENSG00000132471	WBP2	23558
ENSG00000132475	H3F3B	3021
ENSG00000132478	UNK	85451
ENSG00000132481	TRIM47	91107
ENSG00000132485	ZRANB2	9406
ENSG00000132507	EIF5A	1984
ENSG00000132510	KDM6B	23135
ENSG00000132514	CLEC10A	10462
ENSG00000132517	SLC52A1	55065
ENSG00000132518	GUCY2D	3000
ENSG00000132522	GPS2	2874
ENSG00000132530	XAF1	54739
ENSG00000132535	DLG4	1742
ENSG00000132541	RIDA	10247
ENSG00000132549	VPS13B	157680
ENSG00000132554	RGS22	26166
ENSG00000132561	MATN2	4147
ENSG00000132563	REEP2	51308
ENSG00000132570	PCBD2	84105
ENSG00000132581	SDF2	6388
ENSG00000132589	FLOT2	2319
ENSG00000132591	ERAL1	26284
ENSG00000132600	PRMT7	54496
ENSG00000132603	NIP7	51388
ENSG00000132604	TERF2	7014
ENSG00000132612	VPS4A	27183
ENSG00000132613	MTSS1L	92154
ENSG00000132622	HSPA12B	116835
ENSG00000132623	ANKEF1	63926
ENSG00000132631	SCP2D1	140856
ENSG00000132635	PCED1A	64773
ENSG00000132639	SNAP25	6616
ENSG00000132640	BTBD3	22903
ENSG00000132646	PCNA	5111
ENSG00000132661	NXT1	29107
ENSG00000132664	POLR3F	10621
ENSG00000132669	RIN2	54453
ENSG00000132670	PTPRA	5786
ENSG00000132671	SSTR4	6754
ENSG00000132676	DAP3	7818
ENSG00000132677	RHBG	57127
ENSG00000132680	KHDC4	22889
ENSG00000132681	ATP1A4	480
ENSG00000132688	NES	10763
ENSG00000132692	BCAN	63827
ENSG00000132693	CRP	1401
ENSG00000132694	ARHGEF11	9826
ENSG00000132698	RAB25	57111
ENSG00000132702	HAPLN2	60484
ENSG00000132703	APCS	325
ENSG00000132704	FCRL2	79368
ENSG00000132716	DCAF8	50717
ENSG00000132718	SYT11	23208
ENSG00000132740	IGHMBP2	3508
ENSG00000132744	ACY3	91703
ENSG00000132746	ALDH3B2	222
ENSG00000132749	TESMIN	9633
ENSG00000132763	MMACHC	25974
ENSG00000132768	DPH2	1802
ENSG00000132773	TOE1	114034
ENSG00000132780	NASP	4678
ENSG00000132781	MUTYH	4595
ENSG00000132792	CTNNBL1	56259
ENSG00000132793	LPIN3	64900
ENSG00000132801	ZSWIM3	140831
ENSG00000132819	RBM38	55544
